S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Room_Occupancy_Count
0.305555556,0.162352941,0.32,0.5,0,0,0,0,0.002617801,0.002941176,0.005509642,0.005970149,0.037837838,0.412134945,0,0,0
0.347222222,0.162352941,0.32,0.537037037,0,0,0,0,0.002617801,0.002941176,0.005509642,0,0.037837838,0.412134945,0,0,0
0.173611111,0.117647059,0.177142857,0.425925926,0,0,0,0,0.002617801,0.002941176,0.005509642,0.011940299,0.010810811,0.412134945,0,0,0
0.694444444,0.338823529,0.822857143,0.617283951,0.860606061,0.879844961,0.025,0.108108108,0.083769634,0.182352941,0.027548209,0.017910448,0.52972973,0.395770393,1,1,2
0.347222222,0.162352941,0.32,0.537037037,0,0,0,0,0.002617801,0.002941176,0.005509642,0.002985075,0.043243243,0.412134945,0,0,0
0.430555556,0.207058824,0.428571429,0.580246914,0,0,0,0,0.002617801,0.002941176,0.005509642,0.002985075,0.12972973,0.344914401,0,0,0
0.694444444,0.338823529,0.822857143,0.617283951,0.878787879,0.891472868,0.607142857,0.256756757,0.02617801,0.035294118,0.112947658,0.014925373,0.524324324,0.5193857,1,1,2
0.951388889,0.397647059,0.891428571,0.888888889,0.903030303,0.910852713,0.635714286,0.135135135,0.235602094,0.052941176,0.05785124,0.029850746,0.659459459,0.63897281,1,1,3
0.520833333,0.235294118,0.537142857,0.580246914,0,0,0,0,0.002617801,0.002941176,0.002754821,0.002985075,0.335135135,0.252769386,0,0,0
0.256944444,0.148235294,0.251428571,0.462962963,0,0,0,0,0.005235602,0,0.005509642,0.014925373,0.010810811,0.412134945,0,0,0
0.173611111,0.103529412,0.108571429,0.308641975,0,0,0,0,0.002617801,0.002941176,0.002754821,0.002985075,0.016216216,0.412134945,0,0,0
0.083333333,0.072941176,0,0.271604938,0,0,0,0,0.005235602,0.002941176,0.005509642,0.002985075,0.010810811,0.412134945,0,0,0
0.256944444,0.131764706,0.211428571,0.462962963,0,0,0,0,0.005235602,0.002941176,0.008264463,0.014925373,0.010810811,0.412134945,0,0,0
0.256944444,0.131764706,0.211428571,0.462962963,0,0,0,0,0.005235602,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0,0,0
0.083333333,0.089411765,0.068571429,0.154320988,0,0,0.017857143,0.040540541,0.002617801,0.002941176,0.005509642,0.014925373,0.005405405,0.402316213,0,0,0
0.694444444,0.484705882,0.605714286,0.845679012,0.721212121,0.093023256,0.142857143,0.391891892,0.002617801,0.005882353,0.013774105,0.005970149,0.113513514,0.502517623,0,0,1
0.604166667,0.515294118,0.64,0.845679012,0.072727273,0.050387597,0.217857143,0.608108108,0.060209424,0.038235294,0.046831956,0.017910448,0.210810811,0.366565962,0,0,0
0.430555556,0.352941176,0.605714286,0.462962963,0.060606061,0.03875969,0.132142857,0.459459459,0.010471204,0.088235294,0.049586777,0.014925373,0.032432432,0.426485398,1,1,3
0.388888889,0.190588235,0.354285714,0.580246914,0,0,0,0,0.002617801,0,0.005509642,0.002985075,0.07027027,0.351460222,0,0,0
0.909722222,0.338823529,0.891428571,0.845679012,0.690909091,0.073643411,0.642857143,0.094594595,0.159685864,0.070588235,0.074380165,0.017910448,0.718918919,0.382426989,0,0,2
0.652777778,0.308235294,0.748571429,0.617283951,0.012121212,0.011627907,0.042857143,0.135135135,0.005235602,0.002941176,0.03030303,0.011940299,0.443243243,0.522406848,0,0,3
0.868055556,0.324705882,0.857142857,0.808641975,0.690909091,0.073643411,0.642857143,0.094594595,0.554973822,0.029411765,0.173553719,0.011940299,0.740540541,0.439828802,0,0,2
0.652777778,0.515294118,0.605714286,0.808641975,0.084848485,0.058139535,0.257142857,0.716216216,0.020942408,0.014705882,0.022038567,0.005970149,0.216216216,0.159617321,0,0,0
0.388888889,0.207058824,0.285714286,0.537037037,0.939393939,0.910852713,0.253571429,0.743243243,0.115183246,0.132352941,0.027548209,0.017910448,0.194594595,0.647532729,1,1,2
0.694444444,0.324705882,0.782857143,0.617283951,0.884848485,0.891472868,0.621428571,0.283783784,0.015706806,0.229411765,0.019283747,0.011940299,0.491891892,0.522910373,0,0,2
0.826388889,0.397647059,0.891428571,0.888888889,0.115151515,0.089147287,0.353571429,0.824324324,0.002617801,0.002941176,0.005509642,0.005970149,0.659459459,0.422708963,0,0,0
0.256944444,0.131764706,0.211428571,0.462962963,0,0,0,0,0.005235602,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0,0,0
0.604166667,0.338823529,0.748571429,0.580246914,0.024242424,0.019379845,0.125,0.202702703,0.091623037,0.097058824,0.140495868,0.035820896,0.367567568,0.670443102,1,1,3
0.173611111,0.103529412,0.108571429,0.308641975,0,0,0,0,0.005235602,0.002941176,0.005509642,0.002985075,0.016216216,0.412134945,0,0,0
0.736111111,0.265882353,0.68,0.808641975,0.721212121,0.127906977,0.235714286,0.554054054,0.010471204,0.035294118,0.022038567,0.026865672,0.237837838,0.367069486,0,0,1
0.256944444,0.131764706,0.251428571,0.5,0,0,0,0,0.002617801,0.002941176,0.005509642,0,0.027027027,0.412134945,0,0,0
0.083333333,0.072941176,0.068571429,0.154320988,0.006060606,0.003875969,0.035714286,0.081081081,0.005235602,0.002941176,0.008264463,0.014925373,0.005405405,0.412134945,0,0,0
0.652777778,0.235294118,0.497142857,0.771604938,0.96969697,0.965116279,0.267857143,0.756756757,0.039267016,0.011764706,0.005509642,0.03880597,0.064864865,0.472809668,1,0,2
0.826388889,0.411764706,0.891428571,0.888888889,0.115151515,0.085271318,0.35,0.810810811,0.010471204,0.002941176,0.005509642,0.005970149,0.664864865,0.448388721,0,0,0
0.604166667,0.308235294,0.714285714,0.537037037,0.03030303,0.019379845,0.103571429,0.22972973,0.007853403,0.044117647,0.008264463,0.011940299,0.32972973,0.594410876,1,1,3
0.951388889,0.795294118,0.925714286,0.925925926,0.909090909,0.92248062,0.646428571,0.135135135,0.562827225,0.320588235,0.688705234,0.170149254,0.935135135,0.381168177,1,1,3
0.951388889,0.442352941,0.925714286,0.888888889,0.909090909,0.910852713,0.642857143,0.135135135,0.170157068,0.032352941,0.027548209,0.011940299,0.881081081,0.622608258,0,1,3
0.694444444,0.338823529,0.822857143,0.617283951,0.884848485,0.891472868,0.610714286,0.27027027,0.047120419,0.097058824,0.242424242,0.032835821,0.52972973,0.542799597,1,1,2
0.826388889,0.235294118,0.64,0.845679012,0.696969697,0.096899225,0.135714286,0.297297297,0.319371728,0.135294118,0.013774105,0.047761194,0.291891892,0.428751259,1,0,1
0.083333333,0.072941176,0,0.228395062,0.006060606,0,0.021428571,0.054054054,0.005235602,0.002941176,0.005509642,0.002985075,0.010810811,0.412134945,0,0,0
0.694444444,0.308235294,0.68,0.691358025,0,0,0,0,0,0.002941176,0.002754821,0.005970149,0.616216216,0.198640483,0,0,0
0.256944444,0.131764706,0.211428571,0.425925926,0,0,0,0,0,0.002941176,0.002754821,0.002985075,0.021621622,0.412134945,0,0,0
0.604166667,0.265882353,0.714285714,0.888888889,0.084848485,0.065891473,0.285714286,0.675675676,0,0.002941176,0.005509642,0.002985075,0.318918919,0.274924471,0,0,0
0.083333333,0.072941176,0.068571429,0.117283951,0.018181818,0.011627907,0.057142857,0.135135135,0.005235602,0.005882353,0.005509642,0.014925373,0.005405405,0.412134945,0,0,0
0.951388889,0.442352941,0.925714286,0.925925926,0.909090909,0.910852713,0.567857143,0.135135135,0.130890052,0.385294118,0.537190083,0.12238806,0.848648649,0.553625378,1,1,3
0.777777778,0.574117647,0.857142857,0.845679012,1,0.992248062,0.992857143,0.972972973,0.371727749,0.247058824,0.727272727,0.232835821,0.567567568,0.353222558,1,1,3
0.736111111,0.249411765,0.68,0.845679012,0.721212121,0.127906977,0.232142857,0.554054054,0.005235602,0.002941176,0.008264463,0.008955224,0.248648649,0.353977845,1,0,1
0.256944444,0.131764706,0.211428571,0.5,0,0,0,0,0.002617801,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0,0,0
0.388888889,0.176470588,0.354285714,0.537037037,0,0,0,0,0.002617801,0,0.002754821,0.002985075,0.048648649,0.343152064,0,0,0
0.694444444,0.823529412,0.64,0.734567901,0.981818182,0.965116279,0.810714286,0.945945946,0.327225131,0.582352941,0.997245179,0.164179104,0.535135135,0.979103726,1,1,3
0.083333333,0.072941176,0.142857143,0.382716049,0.054545455,0.03875969,0.160714286,0.391891892,0.005235602,0.002941176,0.005509642,0.002985075,0.016216216,0.416666667,0,0,0
0.173611111,0.103529412,0.108571429,0.308641975,0,0,0,0,0.002617801,0.002941176,0.008264463,0.011940299,0.010810811,0.412134945,0,0,0
0.083333333,0.072941176,0.108571429,0.271604938,0.036363636,0.023255814,0.117857143,0.310810811,0.005235602,0.002941176,0.005509642,0.014925373,0.005405405,0.412134945,0,0,0
0.305555556,0.148235294,0.285714286,0.5,0,0,0,0,0,0.002941176,0.005509642,0.002985075,0.032432432,0.412134945,0,0,0
0.256944444,0.148235294,0.251428571,0.537037037,0,0,0,0,0.005235602,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0,0,0
0.909722222,0.352941176,0.857142857,0.845679012,0.690909091,0.073643411,0.642857143,0.094594595,0.329842932,0.05,0.173553719,0.080597015,0.751351351,0.440835851,1,0,2
0.083333333,0.072941176,0,0.228395062,0,0,0.010714286,0.027027027,0.002617801,0.002941176,0.005509642,0.002985075,0.010810811,0.411127895,0,0,0
0.256944444,0.148235294,0.251428571,0.5,0,0,0,0,0,0.005882353,0.005509642,0.005970149,0.027027027,0.398539778,0,0,0
0.777777778,0.235294118,0.64,0.888888889,0.709090909,0.104651163,0.607142857,0.337837838,0.256544503,0.158823529,0.168044077,0.071641791,0.302702703,0.433534743,1,1,1
0.083333333,0.072941176,0.068571429,0.154320988,0.012121212,0.007751938,0.046428571,0.108108108,0.005235602,0.002941176,0.008264463,0.011940299,0.005405405,0.412134945,0,0,0
0.694444444,0.352941176,0.782857143,0.654320988,0.860606061,0.879844961,0.025,0.094594595,0.060209424,0.552941176,0.033057851,0.014925373,0.551351351,0.430261833,0,0,2
0.5625,0.324705882,0.64,0.537037037,0.042424242,0.023255814,0.135714286,0.337837838,0.020942408,0.038235294,0.011019284,0.03880597,0.167567568,0.552870091,0,1,3
0.131944444,0.089411765,0.142857143,0.425925926,0.054545455,0.03875969,0.160714286,0.405405405,0.005235602,0.002941176,0.008264463,0.002985075,0.010810811,0.405337362,0,0,0
0.083333333,0.072941176,0.068571429,0.154320988,0.03030303,0.019379845,0.096428571,0.256756757,0.005235602,0.002941176,0.005509642,0.011940299,0.005405405,0.412134945,0,0,0
0.305555556,0.148235294,0.285714286,0.462962963,0,0,0,0,0,0.005882353,0.005509642,0.002985075,0.032432432,0.410624371,0,0,0
0.388888889,0.131764706,0.354285714,0.580246914,0.739393939,0.143410853,0.239285714,0.662162162,0.164921466,0.061764706,0.046831956,0.029850746,0.027027027,0.43001007,1,0,1
0.520833333,0.795294118,0.394285714,0.654320988,0.951515152,0.945736434,0.292857143,0.851351351,0.193717277,0.097058824,0.027548209,0.03880597,0.32972973,0.479355488,0,0,2
0.083333333,0.072941176,0.142857143,0.345679012,0.042424242,0.031007752,0.139285714,0.351351351,0.005235602,0.005882353,0.008264463,0,0.016216216,0.409365559,0,0,0
0.652777778,0.265882353,0.714285714,0.845679012,0.721212121,0.135658915,0.271428571,0.662162162,0.047120419,0.020588235,0.019283747,0.011940299,0.27027027,0.227844914,0,0,1
0.868055556,0.324705882,0.782857143,0.845679012,0.909090909,0.910852713,0.664285714,0.148648649,0.013089005,0.076470588,0.08815427,0.014925373,0.513513514,0.522910373,0,1,3
0.173611111,0.103529412,0.142857143,0.382716049,0,0,0,0,0.005235602,0.002941176,0.008264463,0.002985075,0.016216216,0.411127895,0,0,0
0.173611111,0.103529412,0.251428571,0.537037037,0.078787879,0.054263566,0.214285714,0.581081081,0.005235602,0.002941176,0.008264463,0,0.010810811,0.409869084,0,0,0
0.826388889,0.265882353,0.605714286,0.845679012,0.721212121,0.093023256,0.696428571,0.216216216,0.107329843,0.117647059,0.250688705,0.080597015,0.248648649,0.527693857,0,0,2
0.131944444,0.103529412,0.068571429,0.228395062,0,0,0.003571429,0.013513514,0.002617801,0.002941176,0.002754821,0.011940299,0.005405405,0.401057402,0,0,0
0.430555556,0.190588235,0.394285714,0.580246914,0,0,0,0,0.002617801,0.002941176,0.005509642,0.005970149,0.091891892,0.341389728,0,0,0
0.520833333,0.235294118,0.497142857,0.617283951,0,0,0,0,0.002617801,0.005882353,0.005509642,0.005970149,0.313513514,0.27693857,0,0,0
0.777777778,0.470588235,0.64,0.845679012,0.715151515,0.085271318,0.117857143,0.297297297,0,0.002941176,0.019283747,0.002985075,0.156756757,0.460473313,0,0,1
0.083333333,0.089411765,0.142857143,0.382716049,0.048484848,0.034883721,0.15,0.391891892,0.015706806,0.008823529,0.008264463,0.002985075,0.010810811,0.407603223,0,0,0
0.520833333,0.148235294,0.428571429,0.654320988,0.751515152,0.15503876,0.260714286,0.716216216,0.180628272,0.055882353,0.060606061,0.041791045,0.037837838,0.429254783,0,0,1
0.173611111,0.103529412,0.251428571,0.537037037,0.078787879,0.054263566,0.207142857,0.540540541,0.010471204,0.005882353,0.027548209,0.017910448,0.010810811,0.409365559,0,0,0
0.520833333,0.221176471,0.497142857,0.580246914,0,0,0,0,0.005235602,0.002941176,0.002754821,0.002985075,0.297297297,0.272155086,0,0,0
0.256944444,0.131764706,0.251428571,0.5,0,0,0,0,0.002617801,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0,0,0
0.951388889,0.795294118,0.965714286,0.925925926,0.860606061,0.879844961,0.617857143,0.135135135,0.17539267,0.035294118,0.041322314,0.020895522,0.978378378,0.477089627,0,0,3
0.736111111,0.28,0.714285714,0.734567901,0,0,0,0,0,0.002941176,0.005509642,0.002985075,0.659459459,0.257301108,0,0,0
0.083333333,0.058823529,0.034285714,0.271604938,0.018181818,0.011627907,0.057142857,0.148648649,0.007853403,0.002941176,0.005509642,0.002985075,0.010810811,0.412386707,0,0,0
0.430555556,0.294117647,0.571428571,0.462962963,0.060606061,0.046511628,0.196428571,0.459459459,0.060209424,0.005882353,0.005509642,0.011940299,0.027027027,0.484642497,0,0,3
0.652777778,0.28,0.497142857,0.771604938,0.981818182,0.980620155,0.3,0.837837838,0.07591623,0.15,0.033057851,0.050746269,0.102702703,0.411379658,0,0,2
0.777777778,0.56,0.857142857,0.845679012,0.993939394,0.984496124,0.982142857,0.959459459,0.010471204,0.017647059,0.184573003,0.020895522,0.610810811,0.527693857,0,1,3
0.305555556,0.148235294,0.285714286,0.462962963,0,0,0,0,0.002617801,0.002941176,0.008264463,0.005970149,0.032432432,0.412134945,0,0,0
0.479166667,0.618823529,0.394285714,0.617283951,0.951515152,0.945736434,0.275,0.797297297,0.002617801,0.05,0.044077135,0.002985075,0.275675676,0.484138973,1,0,2
0.131944444,0.089411765,0.068571429,0.271604938,0,0,0,0,0.005235602,0.002941176,0.005509642,0,0.016216216,0.412134945,0,0,0
0.173611111,0.103529412,0.142857143,0.345679012,0,0,0,0,0.005235602,0.002941176,0.005509642,0.017910448,0.010810811,0.412134945,0,0,0
0.868055556,0.235294118,0.748571429,0.845679012,0.709090909,0.096899225,0.657142857,0.189189189,0.007853403,0.002941176,0.016528926,0.005970149,0.405405405,0.527945619,0,1,2
0.777777778,0.574117647,0.605714286,0.888888889,0.975757576,0.965116279,0.278571429,0.797297297,0.316753927,0.317647059,0.132231405,0.086567164,0.286486486,0.476837865,0,0,2
0.520833333,0.352941176,0.64,0.5,0.048484848,0.031007752,0.114285714,0.391891892,0.02617801,0.208823529,0.027548209,0.017910448,0.12972973,0.585347432,1,0,3
0.736111111,0.249411765,0.68,0.808641975,0.721212121,0.127906977,0.239285714,0.581081081,0.007853403,0.005882353,0.005509642,0.005970149,0.237837838,0.38469285,0,0,1
0.173611111,0.103529412,0.142857143,0.382716049,0,0,0,0,0.002617801,0,0.005509642,0.014925373,0.010810811,0.412134945,0,0,0
0.868055556,0.324705882,0.857142857,0.808641975,0.696969697,0.073643411,0.642857143,0.094594595,0.007853403,0.002941176,0.049586777,0.005970149,0.724324324,0.425226586,0,0,2
0.479166667,0.207058824,0.462857143,0.537037037,0,0,0,0,0.002617801,0,0.005509642,0.002985075,0.172972973,0.273917422,0,0,0
0.826388889,0.383529412,0.605714286,0.808641975,0.721212121,0.096899225,0.735714286,0.27027027,0.285340314,0.152941176,0.994490358,0.131343284,0.227027027,0.450654582,1,1,2
0.305555556,0.148235294,0.285714286,0.537037037,0,0,0,0,0.005235602,0.005882353,0.005509642,0.014925373,0.010810811,0.412134945,0,0,0
0.909722222,0.56,0.857142857,0.888888889,0.896969697,0.910852713,0.635714286,0.148648649,0.005235602,0.011764706,0.005509642,0.002985075,0.594594595,0.60020141,0,1,3
0.083333333,0.072941176,0.068571429,0.154320988,0.03030303,0.019379845,0.096428571,0.256756757,0.005235602,0.002941176,0.005509642,0.011940299,0.005405405,0.412134945,0,0,0
0.305555556,0.162352941,0.285714286,0.5,0,0,0,0,0.002617801,0.002941176,0.002754821,0.002985075,0.037837838,0.412134945,0,0,0
0.430555556,0.294117647,0.571428571,0.462962963,0.060606061,0.03875969,0.189285714,0.445945946,0.117801047,0.147058824,0.019283747,0.011940299,0.027027027,0.475579053,1,1,3
0.5625,0.484705882,0.605714286,0.808641975,0.060606061,0.03875969,0.178571429,0.486486486,0.002617801,0.005882353,0.005509642,0.005970149,0.108108108,0.346173212,0,0,0
0.479166667,0.148235294,0.428571429,0.654320988,0.751515152,0.151162791,0.253571429,0.702702703,0.005235602,0.002941176,0.005509642,0.002985075,0.032432432,0.427995972,0,0,1
0.868055556,0.249411765,0.714285714,0.845679012,0.715151515,0.089147287,0.671428571,0.135135135,0.089005236,0.008823529,0.011019284,0.005970149,0.405405405,0.575780463,0,1,2
0.5625,0.484705882,0.605714286,0.771604938,0.060606061,0.03875969,0.178571429,0.486486486,0.002617801,0.005882353,0.005509642,0.002985075,0.113513514,0.337109768,0,0,0
0.131944444,0.103529412,0.142857143,0.382716049,0,0,0,0,0.005235602,0.005882353,0.005509642,0.002985075,0.016216216,0.412134945,0,0,0
0.868055556,0.235294118,0.748571429,0.808641975,0.696969697,0.096899225,0.657142857,0.202702703,0.183246073,0.038235294,0.060606061,0.053731343,0.394594595,0.560674723,0,0,2
0.604166667,0.28,0.748571429,0.845679012,0.084848485,0.062015504,0.285714286,0.662162162,0.005235602,0.002941176,0.011019284,0.005970149,0.356756757,0.294561934,0,0,0
0.305555556,0.148235294,0.285714286,0.5,0,0,0,0,0.002617801,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0,0,0
0.694444444,0.484705882,0.605714286,0.808641975,0.733333333,0.096899225,0.160714286,0.445945946,0.039267016,0.005882353,0.013774105,0.002985075,0.091891892,0.474068479,0,0,1
0.652777778,0.294117647,0.748571429,0.845679012,0.084848485,0.073643411,0.303571429,0.716216216,0,0.002941176,0.005509642,0.002985075,0.378378378,0.239677744,0,0,0
0.694444444,0.249411765,0.68,0.845679012,0.721212121,0.127906977,0.232142857,0.554054054,0.091623037,0.023529412,0.005509642,0.017910448,0.243243243,0.355488419,0,0,1
0.215277778,0.103529412,0.142857143,0.382716049,0,0,0,0,0,0.002941176,0.005509642,0.002985075,0.016216216,0.40835851,0,0,0
0.083333333,0.072941176,0.142857143,0.191358025,0.036363636,0.027131783,0.121428571,0.297297297,0.002617801,0.002941176,0.008264463,0.014925373,0.005405405,0.412134945,0,0,0
0.083333333,0.072941176,0,0.271604938,0.03030303,0.019379845,0.092857143,0.243243243,0.005235602,0.002941176,0.005509642,0.002985075,0.016216216,0.419436052,0,0,0
0.951388889,0.750588235,0.891428571,0.925925926,0.909090909,0.926356589,0.642857143,0.135135135,0.709424084,0.420588235,0.661157025,0.128358209,0.92972973,0.429003021,1,1,3
0.604166667,0.308235294,0.748571429,0.580246914,0.018181818,0.015503876,0.075,0.189189189,0.170157068,0.070588235,0.016528926,0.014925373,0.405405405,0.580563948,1,1,3
0.131944444,0.089411765,0.108571429,0.345679012,0,0,0,0,0.005235602,0.002941176,0.005509642,0.002985075,0.016216216,0.412134945,0,0,0
0.826388889,0.397647059,0.782857143,0.808641975,0,0,0,0,0.005235602,0.002941176,0.005509642,0.002985075,0.821621622,0.124370594,0,0,0
0.215277778,0.117647059,0.142857143,0.382716049,0,0,0,0,0.002617801,0.005882353,0.005509642,0.002985075,0.016216216,0.406847936,0,0,0
0.083333333,0.072941176,0,0.228395062,0,0,0,0,0.005235602,0.005882353,0.008264463,0,0.010810811,0.411127895,0,0,0
0.215277778,0.117647059,0.211428571,0.425925926,0,0,0,0,0.005235602,0,0.005509642,0.014925373,0.010810811,0.412134945,0,0,0
0.215277778,0.117647059,0.177142857,0.425925926,0,0,0,0,0.002617801,0.002941176,0.005509642,0,0.021621622,0.412134945,0,0,0
0.083333333,0.072941176,0.034285714,0.228395062,0.036363636,0.023255814,0.114285714,0.283783784,0.005235602,0.002941176,0.005509642,0.002985075,0.016216216,0.412134945,0,0,0
0.215277778,0.131764706,0.211428571,0.425925926,0,0,0,0,0.005235602,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0,0,0
0.083333333,0.058823529,0,0.228395062,0.006060606,0.003875969,0.025,0.067567568,0.005235602,0.002941176,0.008264463,0.002985075,0.010810811,0.412134945,0,0,0
0.868055556,0.265882353,0.748571429,0.845679012,0.751515152,0.802325581,0.671428571,0.148648649,0.408376963,0.664705882,0.473829201,0.188059701,0.448648649,0.435548842,1,1,3
0.305555556,0.131764706,0.251428571,0.5,0,0,0,0,0.005235602,0.005882353,0.005509642,0.002985075,0.027027027,0.412134945,0,0,0
0.5625,0.896470588,0.428571429,0.691358025,0.957575758,0.949612403,0.732142857,0.878378378,0.222513089,0.073529412,0.768595041,0.071641791,0.32972973,0.440584089,1,1,3
0.347222222,0.162352941,0.32,0.537037037,0,0,0,0,0.002617801,0.002941176,0.005509642,0.002985075,0.043243243,0.412134945,0,0,0
0.604166667,0.265882353,0.714285714,0.845679012,0.078787879,0.062015504,0.282142857,0.662162162,0.005235602,0.002941176,0.008264463,0.002985075,0.275675676,0.176988922,0,0,0
0.215277778,0.117647059,0.177142857,0.382716049,0,0,0,0,0.005235602,0.005882353,0.005509642,0.011940299,0.010810811,0.412134945,0,0,0
0.868055556,0.308235294,0.782857143,0.888888889,0.909090909,0.918604651,0.667857143,0.148648649,0.065445026,0.029411765,0.008264463,0.005970149,0.481081081,0.5,0,1,3
0.215277778,0.117647059,0.177142857,0.462962963,0,0,0,0,0,0.002941176,0.008264463,0.002985075,0.021621622,0.412134945,0,0,0
0.173611111,0.103529412,0.251428571,0.537037037,0.084848485,0.062015504,0.232142857,0.608108108,0.005235602,0,0.005509642,0.002985075,0.016216216,0.422205438,0,0,0
0.347222222,0.148235294,0.251428571,0.537037037,0.951515152,0.926356589,0.25,0.72972973,0.903141361,0.1,0.049586777,0.041791045,0.113513514,0.432024169,1,0,2
0.083333333,0.072941176,0,0.271604938,0.03030303,0.019379845,0.1,0.256756757,0.005235602,0.002941176,0.002754821,0.002985075,0.016216216,0.41490433,0,0,0
0.604166667,0.294117647,0.714285714,0.580246914,0.03030303,0.019379845,0.1,0.243243243,0.007853403,0.011764706,0.162534435,0.017910448,0.313513514,0.596173212,1,1,3
0.083333333,0.072941176,0,0.271604938,0.03030303,0.019379845,0.085714286,0.22972973,0.005235602,0.002941176,0.005509642,0.005970149,0.016216216,0.424471299,0,0,0
0.388888889,0.131764706,0.354285714,0.580246914,0.739393939,0.143410853,0.239285714,0.662162162,0.107329843,0.058823529,0.016528926,0.011940299,0.027027027,0.430513595,0,0,1
0.777777778,0.529411765,0.891428571,0.845679012,0.993939394,0.984496124,0.978571429,0.945945946,0.298429319,0.070588235,0.049586777,0.017910448,0.610810811,0.506797583,1,1,3
0.173611111,0.117647059,0.177142857,0.382716049,0,0,0,0,0.002617801,0.002941176,0.008264463,0.002985075,0.021621622,0.41163142,0,0,0
0.256944444,0.117647059,0.211428571,0.425925926,0,0,0,0,0.002617801,0.002941176,0.005509642,0.002985075,0.021621622,0.412134945,0,0,0
0.694444444,0.515294118,0.64,0.808641975,0.084848485,0.058139535,0.257142857,0.702702703,0.02617801,0.041176471,0.038567493,0.017910448,0.27027027,0.297079557,0,0,0
0.215277778,0.117647059,0.211428571,0.425925926,0,0,0,0,0.005235602,0.002941176,0.008264463,0.014925373,0.010810811,0.412134945,0,0,0
0.083333333,0.072941176,0,0.228395062,0,0,0.003571429,0,0.005235602,0.005882353,0.005509642,0.002985075,0.010810811,0.41490433,0,0,0
0.868055556,0.265882353,0.714285714,0.888888889,0.709090909,0.089147287,0.671428571,0.148648649,0.214659686,0.176470588,0.333333333,0.095522388,0.405405405,0.572255791,0,0,2
0.173611111,0.103529412,0.211428571,0.425925926,0.072727273,0.054263566,0.203571429,0.540540541,0.002617801,0.002941176,0.005509642,0.002985075,0.016216216,0.41163142,0,0,0
0.131944444,0.089411765,0.177142857,0.462962963,0.060606061,0.046511628,0.182142857,0.472972973,0.005235602,0.002941176,0.005509642,0,0.016216216,0.424723061,0,0,0
0.256944444,0.131764706,0.211428571,0.462962963,0,0,0,0,0.002617801,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0,0,0
0.083333333,0.072941176,0.068571429,0.154320988,0.012121212,0.007751938,0.039285714,0.094594595,0.005235602,0.002941176,0.005509642,0.014925373,0.005405405,0.412134945,0,0,0
0.826388889,0.235294118,0.748571429,0.845679012,0.709090909,0.100775194,0.678571429,0.27027027,0.013089005,0.026470588,0.005509642,0.08358209,0.324324324,0.463494461,0,0,2
