S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,Room_Occupancy_Count
0.173611111,0.103529412,0.224852071,0.5,0.078787879,0.054263566,0.203571429,0.540540541,0.005235602,0.002941176,0.005509642,0.011940299,0.010810811,0.412134945,0
0.652777778,0.294117647,0.591715976,0.734567901,0,0,0,0,0.002617801,0.002941176,0.002754821,0.005970149,0.556756757,0.186304129,0
0.215277778,0.117647059,0.147928994,0.382716049,0,0,0,0,0.005235602,0.002941176,0.005509642,0.011940299,0.010810811,0.412134945,0
0.736111111,0.352941176,0.775147929,0.617283951,0.866666667,0.88372093,0.017857143,0.094594595,0.329842932,0.135294118,0.046831956,0.041791045,0.52972973,0.385699899,2
0.694444444,0.515294118,0.591715976,0.845679012,0.084848485,0.054263566,0.246428571,0.662162162,0.002617801,0.002941176,0.005509642,0.005970149,0.286486486,0.380161128,0
0.347222222,0.176470588,0.372781065,0.617283951,0,0,0,0,0.002617801,0.002941176,0.005509642,0.014925373,0.005405405,0.405085599,0
0.5625,0.484705882,0.556213018,0.771604938,0.060606061,0.03875969,0.185714286,0.513513514,0,0.005882353,0.008264463,0.002985075,0.118918919,0.324269889,0
0.305555556,0.162352941,0.224852071,0.462962963,0,0,0,0,0,0.002941176,0.008264463,0.002985075,0.021621622,0.412134945,0
0.479166667,0.602352941,0.331360947,0.617283951,0.951515152,0.945736434,0.271428571,0.797297297,0.109947644,0.011764706,0.011019284,0.005970149,0.27027027,0.513595166,2
0.173611111,0.117647059,0.112426036,0.382716049,0,0,0,0,0.005235602,0,0.005509642,0.011940299,0.010810811,0.412134945,0
0.173611111,0.103529412,0.224852071,0.5,0.072727273,0.050387597,0.196428571,0.527027027,0.005235602,0.002941176,0.008264463,0.002985075,0.016216216,0.401309164,0
0.131944444,0.089411765,0.035502959,0.228395062,0,0,0.007142857,0.013513514,0.005235602,0.002941176,0.005509642,0.014925373,0.010810811,0.402567976,0
0.652777778,0.265882353,0.704142012,0.845679012,0.084848485,0.065891473,0.289285714,0.675675676,0.002617801,0.002941176,0.005509642,0.005970149,0.318918919,0.267371601,0
0.868055556,0.249411765,0.775147929,0.845679012,0.690909091,0.093023256,0.628571429,0.121621622,0.060209424,0.055882353,0.269972452,0.03880597,0.497297297,0.549345418,2
0.173611111,0.117647059,0.112426036,0.308641975,0,0,0,0,0.005235602,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0
0.305555556,0.148235294,0.26035503,0.5,0,0,0,0,0.002617801,0.002941176,0.005509642,0.002985075,0.021621622,0.412134945,0
0.826388889,0.442352941,0.923076923,0.888888889,0.109090909,0.085271318,0.342857143,0.797297297,0.005235602,0.002941176,0.002754821,0.002985075,0.664864865,0.43429003,0
0.604166667,0.515294118,0.591715976,0.808641975,0.072727273,0.050387597,0.221428571,0.608108108,0.005235602,0.005882353,0.008264463,0.002985075,0.210810811,0.444360524,0
0.215277778,0.117647059,0.147928994,0.425925926,0,0,0,0,0.002617801,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0
0.479166667,0.632941176,0.331360947,0.617283951,0.951515152,0.945736434,0.271428571,0.797297297,0.002617801,0.002941176,0.002754821,0.002985075,0.286486486,0.481873112,2
0.305555556,0.148235294,0.224852071,0.5,0,0,0,0,0.002617801,0.002941176,0.008264463,0.002985075,0.021621622,0.412134945,0
0.479166667,0.677647059,0.372781065,0.654320988,0.945454545,0.945736434,0.278571429,0.810810811,0.12565445,0.223529412,0.071625344,0.026865672,0.308108108,0.505035247,2
0.520833333,0.795294118,0.372781065,0.691358025,0.945454545,0.945736434,0.285714286,0.837837838,0.146596859,0.023529412,0.055096419,0.005970149,0.313513514,0.50427996,2
0.520833333,0.235294118,0.520710059,0.5,0,0,0,0,0.002617801,0.002941176,0.002754821,0.008955224,0.345945946,0.210221551,0
0.909722222,0.265882353,0.816568047,0.845679012,0.903030303,0.92248062,0.642857143,0.162162162,0.005235602,0.005882353,0.046831956,0.005970149,0.513513514,0.501762336,3
0.131944444,0.103529412,0.035502959,0.271604938,0,0,0.003571429,0.013513514,0.005235602,0.002941176,0.002754821,0.017910448,0.005405405,0.400805639,0
0.694444444,0.294117647,0.556213018,0.808641975,0.96969697,0.972868217,0.289285714,0.810810811,0.128272251,0.455882353,0.168044077,0.098507463,0.216216216,0.731621349,2
0.173611111,0.103529412,0.224852071,0.5,0.072727273,0.054263566,0.203571429,0.540540541,0.007853403,0.005882353,0.005509642,0.002985075,0.016216216,0.406596173,0
0.520833333,0.249411765,0.556213018,0.5,0,0,0,0,0.002617801,0.002941176,0.002754821,0.008955224,0.394594595,0.299848943,0
0.173611111,0.030588235,0.112426036,0.462962963,0.739393939,0.135658915,0.210714286,0.594594595,0.005235602,0.005882353,0.005509642,0.002985075,0.064864865,0.470543807,1
0.652777778,0.294117647,0.627218935,0.691358025,0,0,0,0,0.002617801,0.002941176,0.008264463,0.002985075,0.589189189,0.176988922,0
0.520833333,0.383529412,0.627218935,0.5,0.054545455,0.03875969,0.117857143,0.391891892,0.054973822,0.097058824,0.148760331,0.071641791,0.086486486,0.575780463,3
0.388888889,0.162352941,0.372781065,0.654320988,0,0,0,0,0.005235602,0.002941176,0.005509642,0.017910448,0.005405405,0.407603223,0
0.347222222,0.162352941,0.408284024,0.691358025,0,0,0,0,0.005235602,0.002941176,0.008264463,0.011940299,0.010810811,0.425981873,0
0.347222222,0.131764706,0.331360947,0.580246914,0.751515152,0.143410853,0.25,0.675675676,0.054973822,0.011764706,0.011019284,0.002985075,0.021621622,0.427995972,1
0.694444444,0.324705882,0.668639053,0.734567901,0,0,0,0,0.005235602,0.008823529,0.005509642,0.002985075,0.643243243,0.227089627,0
0.520833333,0.736470588,0.372781065,0.654320988,0.945454545,0.930232558,0.282142857,0.810810811,0.214659686,0.182352941,0.068870523,0.047761194,0.302702703,0.544310171,2
0.215277778,0.117647059,0.112426036,0.345679012,0,0,0,0,0.005235602,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0
0.083333333,0.072941176,0.112426036,0.345679012,0.054545455,0.03875969,0.157142857,0.391891892,0.005235602,0.002941176,0.005509642,0,0.016216216,0.416666667,0
0.131944444,0.030588235,0.112426036,0.345679012,0.745454545,0.135658915,0.210714286,0.594594595,0.039267016,0.044117647,0.035812672,0.005970149,0.064864865,0.443605237,1
0.604166667,0.484705882,0.591715976,0.845679012,0.727272727,0.100775194,0.171428571,0.472972973,0.081151832,0.017647059,0.016528926,0.005970149,0.075675676,0.290533736,1
0.736111111,0.249411765,0.627218935,0.845679012,0.721212121,0.112403101,0.192857143,0.459459459,0.044502618,0.014705882,0.019283747,0.002985075,0.27027027,0.49572004,1
0.215277778,0.117647059,0.147928994,0.382716049,0,0,0,0,0.002617801,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0
0.736111111,0.265882353,0.668639053,0.734567901,0,0,0,0,0.002617801,0.002941176,0.005509642,0.005970149,0.610810811,0.21223565,0
0.347222222,0.162352941,0.408284024,0.654320988,0,0,0,0,0.007853403,0.005882353,0.008264463,0.011940299,0.010810811,0.412386707,0
0.083333333,0.089411765,0.035502959,0.117283951,0.018181818,0.011627907,0.057142857,0.148648649,0.005235602,0.002941176,0.008264463,0.017910448,0.005405405,0.412134945,0
0.305555556,0.148235294,0.224852071,0.5,0,0,0,0,0.002617801,0.002941176,0.008264463,0.002985075,0.021621622,0.409617321,0
0.173611111,0.103529412,0.26035503,0.537037037,0.084848485,0.062015504,0.232142857,0.608108108,0.005235602,0.002941176,0.005509642,0.002985075,0.010810811,0.410624371,0
0.131944444,0.089411765,0.183431953,0.462962963,0.066666667,0.050387597,0.189285714,0.5,0.002617801,0.002941176,0.005509642,0.011940299,0.010810811,0.412134945,0
0.868055556,0.235294118,0.775147929,0.845679012,0.690909091,0.093023256,0.635714286,0.135135135,0.133507853,0.147058824,0.994490358,0.140298507,0.454054054,0.490684794,2
0.694444444,0.515294118,0.591715976,0.845679012,0.084848485,0.054263566,0.239285714,0.662162162,0.007853403,0.014705882,0.016528926,0.005970149,0.291891892,0.396273917,0
0.083333333,0.072941176,0.035502959,0.117283951,0.024242424,0.015503876,0.071428571,0.189189189,0.002617801,0.005882353,0.005509642,0.014925373,0.005405405,0.412134945,0
0.347222222,0.176470588,0.372781065,0.654320988,0,0,0,0,0.005235602,0.002941176,0.008264463,0.014925373,0.010810811,0.420443102,0
0.777777778,0.235294118,0.627218935,0.845679012,0.715151515,0.112403101,0.178571429,0.391891892,0.005235602,0.002941176,0.008264463,0.002985075,0.27027027,0.43001007,1
0.256944444,0.131764706,0.26035503,0.308641975,0,0,0,0,0.002617801,0,0.005509642,0.011940299,0,0.39551863,0
0.909722222,0.338823529,0.852071006,0.808641975,0.690909091,0.073643411,0.65,0.094594595,0.201570681,0.064705882,0.424242424,0.113432836,0.72972973,0.340634441,2
0.5625,0.324705882,0.668639053,0.537037037,0.042424242,0.027131783,0.135714286,0.337837838,0.005235602,0.155882353,0.011019284,0.008955224,0.151351351,0.563695871,3
0.604166667,0.294117647,0.627218935,0.691358025,0,0,0,0,0.002617801,0,0.005509642,0.002985075,0.524324324,0.18101712,0
1,0.750588235,0.923076923,0.925925926,0.909090909,0.926356589,0.646428571,0.148648649,0.795811518,0.076470588,0.110192837,0.03880597,0.924324324,0.385448137,3
0.694444444,0.249411765,0.627218935,0.691358025,0,0,0,0,0,0.002941176,0.005509642,0.002985075,0.540540541,0.23489426,0
0.305555556,0.162352941,0.26035503,0.5,0,0,0,0,0.002617801,0.002941176,0.008264463,0.002985075,0.021621622,0.401309164,0
0.777777778,0.235294118,0.627218935,0.845679012,0.715151515,0.108527132,0.178571429,0.378378378,0.007853403,0.002941176,0.005509642,0.002985075,0.281081081,0.436807654,1
0.173611111,0.103529412,0.26035503,0.537037037,0.084848485,0.062015504,0.228571429,0.608108108,0.002617801,0.005882353,0.005509642,0.002985075,0.016216216,0.414400806,0
0.694444444,0.352941176,0.73964497,0.654320988,0.860606061,0.875968992,0.017857143,0.081081081,0.083769634,0.05,0.024793388,0.023880597,0.535135135,0.407854985,2
0.777777778,0.543529412,0.591715976,0.845679012,0.96969697,0.965116279,0.267857143,0.77027027,0.005235602,0.005882353,0.013774105,0.005970149,0.286486486,0.514350453,2
0.173611111,0.103529412,0.224852071,0.537037037,0.084848485,0.058139535,0.228571429,0.608108108,0.002617801,0.002941176,0.027548209,0.002985075,0.016216216,0.41591138,0
0.604166667,0.308235294,0.73964497,0.580246914,0.024242424,0.015503876,0.103571429,0.189189189,0.018324607,0.008823529,0.013774105,0.008955224,0.372972973,0.600956697,3
0.5625,0.265882353,0.591715976,0.537037037,0,0,0,0,0.002617801,0.002941176,0.002754821,0.011940299,0.421621622,0.317724068,0
0.305555556,0.148235294,0.331360947,0.345679012,0,0,0,0,0.002617801,0,0.002754821,0.011940299,0.021621622,0.403826787,0
0.347222222,0.148235294,0.331360947,0.345679012,0,0,0,0,0.005235602,0.002941176,0.005509642,0.008955224,0.027027027,0.395266868,0
0.083333333,0.072941176,0.035502959,0.191358025,0.03030303,0.023255814,0.103571429,0.27027027,0.005235602,0.002941176,0.008264463,0.014925373,0.005405405,0.412134945,0
0.777777778,0.484705882,0.591715976,0.845679012,0.703030303,0.07751938,0.085714286,0.22972973,0.005235602,0.008823529,0.005509642,0.002985075,0.194594595,0.473564955,1
0.256944444,0.131764706,0.26035503,0.308641975,0,0,0,0,0.002617801,0.002941176,0.005509642,0.008955224,0,0.398539778,0
0.951388889,0.383529412,0.923076923,0.888888889,0.896969697,0.906976744,0.635714286,0.135135135,0.102094241,0.835294118,0.435261708,0.143283582,0.702702703,0.695619335,3
0.131944444,0.089411765,0.112426036,0.382716049,0.054545455,0.03875969,0.160714286,0.405405405,0.005235602,0.002941176,0.005509642,0,0.010810811,0.405840886,0
0.604166667,0.501176471,0.591715976,0.808641975,0.066666667,0.046511628,0.210714286,0.581081081,0.002617801,0.005882353,0.005509642,0.002985075,0.189189189,0.378902316,0
0.868055556,0.543529412,0.887573964,0.888888889,1,0.992248062,1,0.986486486,0.005235602,0.008823529,0.049586777,0.008955224,0.643243243,0.493454179,3
0.777777778,0.470588235,0.591715976,0.808641975,0.715151515,0.085271318,0.117857143,0.310810811,0.109947644,0.041176471,0.005509642,0.014925373,0.156756757,0.464249748,1
0.951388889,0.823529412,0.964497041,0.925925926,0.909090909,0.92248062,0.646428571,0.135135135,0.293193717,0.173529412,0.526170799,0.134328358,0.935135135,0.385448137,3
0.305555556,0.148235294,0.224852071,0.5,0,0,0,0,0.002617801,0,0.005509642,0.002985075,0.021621622,0.412134945,0
0.604166667,0.28,0.73964497,0.845679012,0.090909091,0.073643411,0.317857143,0.72972973,0.005235602,0.002941176,0.005509642,0.002985075,0.362162162,0.236656596,0
0.347222222,0.176470588,0.372781065,0.654320988,0,0,0,0,0.005235602,0.002941176,0.008264463,0.014925373,0.010810811,0.416666667,0
0.736111111,0.265882353,0.668639053,0.691358025,0,0,0,0,0.005235602,0.002941176,0.005509642,0.002985075,0.616216216,0.211983887,0
0.777777778,0.515294118,0.556213018,0.845679012,0.975757576,0.965116279,0.296428571,0.837837838,0.146596859,0.338235294,0.104683196,0.068656716,0.248648649,0.587865055,2
0.215277778,0.058823529,0.183431953,0.425925926,0.745454545,0.135658915,0.210714286,0.608108108,0.060209424,0.011764706,0.016528926,0.005970149,0.102702703,0.473313192,1
0.479166667,0.207058824,0.479289941,0.462962963,0,0,0,0,0.002617801,0.002941176,0.002754821,0.011940299,0.216216216,0.27265861,0
0.826388889,0.221176471,0.627218935,0.845679012,0.690909091,0.096899225,0.135714286,0.283783784,0.078534031,0.005882353,0.011019284,0.002985075,0.302702703,0.43529708,1
0.479166667,0.207058824,0.479289941,0.462962963,0,0,0,0,0.005235602,0.002941176,0.002754821,0.011940299,0.264864865,0.304380665,0
0.826388889,0.28,0.775147929,0.808641975,0,0,0,0,0.002617801,0.002941176,0.002754821,0.002985075,0.691891892,0.298086606,0
0.694444444,0.249411765,0.627218935,0.691358025,0,0,0,0,0.002617801,0.002941176,0.005509642,0.002985075,0.540540541,0.243705942,0
0.777777778,0.543529412,0.556213018,0.845679012,0.96969697,0.957364341,0.285714286,0.810810811,0.170157068,0.229411765,0.063360882,0.056716418,0.264864865,0.531722054,2
0.305555556,0.148235294,0.295857988,0.345679012,0,0,0,0,0.002617801,0,0.002754821,0.011940299,0.021621622,0.407854985,0
0.652777778,0.515294118,0.627218935,0.845679012,0.072727273,0.050387597,0.217857143,0.608108108,0.120418848,0.067647059,0.093663912,0.032835821,0.210810811,0.386203424,0
0.604166667,0.265882353,0.704142012,0.845679012,0.078787879,0.062015504,0.282142857,0.662162162,0.002617801,0.005882353,0.008264463,0.002985075,0.275675676,0.185045317,0
0.173611111,0.103529412,0.224852071,0.5,0.078787879,0.058139535,0.210714286,0.581081081,0.005235602,0.002941176,0.005509642,0.017910448,0.010810811,0.412134945,0
0.479166667,0.221176471,0.479289941,0.5,0,0,0,0,0.002617801,0.029411765,0.005509642,0.011940299,0.297297297,0.322255791,0
0.520833333,0.397647059,0.627218935,0.5,0.054545455,0.031007752,0.178571429,0.405405405,0.164921466,0.702941176,0.099173554,0.092537313,0.086486486,0.523917422,3
0.215277778,0.117647059,0.147928994,0.382716049,0,0,0,0,0.005235602,0.002941176,0.008264463,0.014925373,0.010810811,0.412134945,0
0.305555556,0.148235294,0.295857988,0.345679012,0,0,0,0,0.007853403,0.002941176,0.002754821,0.008955224,0.021621622,0.393252769,0
0.868055556,0.411764706,0.816568047,0.845679012,0,0,0,0,0.002617801,0.002941176,0.005509642,0.005970149,0.843243243,0.059667674,0
0.5625,0.308235294,0.704142012,0.580246914,0.03030303,0.027131783,0.128571429,0.297297297,0.005235602,0.005882353,0.08815427,0.029850746,0.243243243,0.661127895,3
0.604166667,0.28,0.591715976,0.537037037,0,0,0,0,0.005235602,0.002941176,0.005509642,0.008955224,0.443243243,0.268630413,0
0.868055556,0.324705882,0.816568047,0.845679012,0.909090909,0.914728682,0.667857143,0.148648649,0.007853403,0.044117647,0.005509642,0.005970149,0.508108108,0.516364552,3
0.777777778,0.235294118,0.668639053,0.845679012,0.715151515,0.11627907,0.203571429,0.472972973,0.005235602,0.002941176,0.011019284,0.005970149,0.259459459,0.492698892,1
0.777777778,0.235294118,0.627218935,0.808641975,0.721212121,0.108527132,0.607142857,0.337837838,0.465968586,0.211764706,0.168044077,0.259701493,0.302702703,0.43529708,2
0.388888889,0.162352941,0.408284024,0.425925926,0,0,0,0,0.002617801,0,0.005509642,0.008955224,0.048648649,0.363544814,0
0.868055556,0.602352941,0.887573964,0.888888889,1,0.988372093,0.992857143,0.986486486,0.201570681,0.094117647,0.046831956,0.035820896,0.664864865,0.516112789,3
0.305555556,0.162352941,0.331360947,0.617283951,0,0,0,0,0.005235602,0.002941176,0.008264463,0.011940299,0.010810811,0.403826787,0
0.083333333,0.089411765,0.035502959,0.154320988,0.006060606,0.003875969,0.035714286,0.081081081,0.005235602,0.005882353,0.008264463,0.014925373,0.005405405,0.412134945,0
0.173611111,0.117647059,0.147928994,0.382716049,0,0,0,0,0.002617801,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0
0.388888889,0.176470588,0.372781065,0.425925926,0,0,0,0,0.002617801,0.002941176,0.002754821,0.008955224,0.048648649,0.310171198,0
0.868055556,0.235294118,0.73964497,0.808641975,0.703030303,0.096899225,0.65,0.189189189,0.002617801,0.002941176,0.019283747,0.253731343,0.4,0.536002014,2
0.430555556,0.352941176,0.591715976,0.462962963,0.060606061,0.03875969,0.132142857,0.459459459,0.034031414,0.091176471,0.049586777,0.014925373,0.032432432,0.424723061,3
0.652777778,0.249411765,0.627218935,0.845679012,0.727272727,0.127906977,0.239285714,0.581081081,0.361256545,0.132352941,0.132231405,0.065671642,0.243243243,0.338116818,1
0.777777778,0.411764706,0.887573964,0.845679012,0.115151515,0.089147287,0.353571429,0.824324324,0.002617801,0.017647059,0.044077135,0.002985075,0.664864865,0.438821752,0
0.604166667,0.308235294,0.73964497,0.537037037,0.024242424,0.015503876,0.103571429,0.216216216,0.010471204,0.008823529,0.022038567,0.014925373,0.356756757,0.634944612,3
0.652777778,0.28,0.627218935,0.691358025,0,0,0,0,0.002617801,0.002941176,0.005509642,0.002985075,0.52972973,0.192346425,0
0.736111111,0.265882353,0.668639053,0.691358025,0,0,0,0,0.002617801,0.002941176,0.005509642,0.002985075,0.562162162,0.231621349,0
0.909722222,0.352941176,0.816568047,0.888888889,0.903030303,0.906976744,0.660714286,0.135135135,0.031413613,0.167647059,0.033057851,0.026865672,0.675675676,0.547583082,3
0.736111111,0.235294118,0.668639053,0.845679012,0.721212121,0.11627907,0.203571429,0.486486486,0.002617801,0.005882353,0.005509642,0.002985075,0.264864865,0.486153072,1
0.604166667,0.484705882,0.591715976,0.808641975,0.727272727,0.096899225,0.171428571,0.472972973,0.227748691,0.008823529,0.008264463,0.005970149,0.075675676,0.328046324,1
0.909722222,0.442352941,0.887573964,0.925925926,0.909090909,0.914728682,0.642857143,0.135135135,0.19895288,0.220588235,0.41322314,0.110447761,0.794594595,0.564451158,3
0.430555556,0.221176471,0.295857988,0.537037037,0.939393939,0.903100775,0.260714286,0.756756757,0.005235602,0.029411765,0.005509642,0.002985075,0.221621622,0.648288016,2
0.173611111,0.103529412,0.224852071,0.580246914,0.084848485,0.062015504,0.228571429,0.608108108,0.005235602,0.002941176,0.008264463,0.002985075,0.016216216,0.417421954,0
0.909722222,0.352941176,0.816568047,0.888888889,0.903030303,0.906976744,0.657142857,0.135135135,0.007853403,0.076470588,0.181818182,0.071641791,0.664864865,0.548086606,3
0.430555556,0.176470588,0.408284024,0.425925926,0,0,0,0,0.002617801,0.002941176,0.002754821,0.011940299,0.140540541,0.356243706,0
0.347222222,0.162352941,0.331360947,0.382716049,0,0,0,0,0.002617801,0.002941176,0.002754821,0.011940299,0.032432432,0.402567976,0
0.173611111,0.103529412,0.26035503,0.5,0.072727273,0.054263566,0.196428571,0.527027027,0.005235602,0,0.002754821,0.014925373,0.010810811,0.412134945,0
0.347222222,0.117647059,0.295857988,0.537037037,0.745454545,0.139534884,0.232142857,0.621621622,0.065445026,0.011764706,0.011019284,0.005970149,0.016216216,0.41490433,1
0.777777778,0.367058824,0.73964497,0.771604938,0,0,0,0,0.002617801,0.002941176,0.008264463,0.002985075,0.740540541,0.088620342,0
0.173611111,0.117647059,0.112426036,0.382716049,0,0,0,0,0.002617801,0.002941176,0.008264463,0.014925373,0.010810811,0.412134945,0
0.826388889,0.249411765,0.704142012,0.888888889,0.715151515,0.089147287,0.682142857,0.175675676,0.14921466,0.114705882,0.253443526,0.080597015,0.32972973,0.596424975,2
0.388888889,0.249411765,0.520710059,0.425925926,0.060606061,0.050387597,0.2,0.472972973,0.065445026,0.1,0.217630854,0.029850746,0.027027027,0.4806143,3
0.083333333,0.072941176,0.035502959,0.154320988,0.018181818,0.011627907,0.057142857,0.148648649,0.002617801,0.002941176,0.005509642,0.014925373,0.005405405,0.412134945,0
0.909722222,0.367058824,0.816568047,0.888888889,0.909090909,0.906976744,0.660714286,0.135135135,0.062827225,0.220588235,0.049586777,0.03880597,0.675675676,0.542547835,3
0.909722222,0.383529412,0.887573964,0.888888889,0.896969697,0.906976744,0.635714286,0.135135135,0.405759162,0.155882353,0.107438017,0.059701493,0.691891892,0.709969789,3
0.694444444,0.484705882,0.591715976,0.845679012,0.721212121,0.093023256,0.142857143,0.391891892,0.104712042,0.029411765,0.005509642,0.014925373,0.113513514,0.503021148,1
0.777777778,0.235294118,0.627218935,0.845679012,0.703030303,0.104651163,0.160714286,0.351351351,0.023560209,0.002941176,0.008264463,0.002985075,0.286486486,0.457452165,1
0.173611111,0.103529412,0.224852071,0.537037037,0.084848485,0.062015504,0.232142857,0.608108108,0.005235602,0,0.005509642,0.002985075,0.016216216,0.422205438,0
0.694444444,0.265882353,0.520710059,0.845679012,0.975757576,0.980620155,0.289285714,0.810810811,0.178010471,0.079411765,0.063360882,0.029850746,0.172972973,0.570745216,2
0.604166667,0.484705882,0.591715976,0.808641975,0.066666667,0.042635659,0.207142857,0.567567568,0.005235602,0.008823529,0.011019284,0.005970149,0.151351351,0.285246727,0
0.347222222,0.162352941,0.224852071,0.5,0.951515152,0.930232558,0.25,0.72972973,0.107329843,0.061764706,0.027548209,0.017910448,0.113513514,0.432527694,2
0.256944444,0.148235294,0.26035503,0.308641975,0,0,0,0,0.002617801,0,0.005509642,0.008955224,0.010810811,0.412134945,0
0.083333333,0.072941176,0.035502959,0.074074074,0.012121212,0.007751938,0.05,0.121621622,0.007853403,0.002941176,0.005509642,0.014925373,0.005405405,0.412134945,0
0.173611111,0.089411765,0.224852071,0.5,0.072727273,0.054263566,0.196428571,0.527027027,0.005235602,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0
0.131944444,0.089411765,0.183431953,0.5,0.072727273,0.054263566,0.203571429,0.540540541,0.002617801,0.002941176,0.008264463,0.014925373,0.010810811,0.412134945,0
0.305555556,0.162352941,0.331360947,0.382716049,0,0,0,0,0.002617801,0.002941176,0.008264463,0.011940299,0.027027027,0.412134945,0
0.305555556,0.148235294,0.295857988,0.308641975,0,0,0,0,0.002617801,0.002941176,0.005509642,0.011940299,0.016216216,0.394259819,0
0.173611111,0.103529412,0.26035503,0.537037037,0.084848485,0.058139535,0.228571429,0.608108108,0.005235602,0.005882353,0.005509642,0.002985075,0.016216216,0.423212487,0
0.430555556,0.338823529,0.591715976,0.462962963,0.060606061,0.03875969,0.189285714,0.459459459,0.070680628,0.011764706,0.019283747,0.017910448,0.032432432,0.417925478,3
0.479166667,0.207058824,0.443786982,0.462962963,0,0,0,0,0.002617801,0.002941176,0.005509642,0.014925373,0.248648649,0.293806646,0
0.083333333,0.072941176,0.035502959,0.154320988,0.006060606,0.003875969,0.025,0.067567568,0.005235602,0.002941176,0.005509642,0.014925373,0.005405405,0.412134945,0
0.173611111,0.103529412,0.224852071,0.537037037,0.084848485,0.062015504,0.228571429,0.608108108,0.005235602,0.002941176,0.005509642,0.014925373,0.010810811,0.412134945,0
0.604166667,0.484705882,0.627218935,0.808641975,0.060606061,0.042635659,0.2,0.554054054,0.002617801,0.005882353,0.005509642,0.002985075,0.135135135,0.273162135,0
0.868055556,0.352941176,0.816568047,0.888888889,0.896969697,0.906976744,0.657142857,0.135135135,0.02617801,0.020588235,0.03030303,0.002985075,0.648648649,0.608006042,3
0.520833333,0.148235294,0.408284024,0.654320988,0.751515152,0.151162791,0.253571429,0.702702703,0.188481675,0.073529412,0.052341598,0.035820896,0.037837838,0.431772407,1
0.777777778,0.56,0.591715976,0.925925926,0.96969697,0.957364341,0.257142857,0.72972973,0.287958115,0.294117647,0.112947658,0.2,0.286486486,0.502014099,2
0.909722222,0.352941176,0.816568047,0.888888889,0.903030303,0.906976744,0.660714286,0.135135135,0.002617801,0.041176471,0.071625344,0.008955224,0.632432432,0.635448137,3
0.173611111,0.044705882,0.147928994,0.382716049,0.745454545,0.135658915,0.203571429,0.594594595,0.316753927,0.005882353,0.019283747,0.023880597,0.086486486,0.48917422,1
0.388888889,0.131764706,0.331360947,0.580246914,0.745454545,0.143410853,0.25,0.675675676,0.128272251,0.058823529,0.03030303,0.023880597,0.021621622,0.43101712,1
